source,section,requirement,owning_goal,implementation_location,authoritative_evidence,result,remediation,final_evidence
docs/magic-alchemy-plan.md:253,Spoilage and storage,spoiled batches become named residue/weak or harmful preparations rather,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:255,Spoilage and storage,"combining stacks uses the established age rule and cannot refresh old stock,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:256,Spoilage and storage,"Holdfast slows but does not reset the clock,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:257,Spoilage and storage,refrigeration/cellars remain useful.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:265,Waste and laboratory responsibility,"plant/mineral residue,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:266,Waste and laboratory responsibility,"wastewater or recovered solvent,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:267,Waste and laboratory responsibility,"spent filters,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:268,Waste and laboratory responsibility,"fumes if any,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:269,Waste and laboratory responsibility,"dross generated,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:270,Waste and laboratory responsibility,safe disposal or reuse paths.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:304,Multiplayer and agents,Apparatus operations and liquid transfers are transactional host requests.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:305,Multiplayer and agents,Batch and container states use stable ids and reliable deltas.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:306,Multiplayer and agents,Concurrent filling/decanting cannot duplicate volume or charge.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:307,Multiplayer and agents,Timed effects live on authoritative player profiles/entities.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:308,Multiplayer and agents,"Remote visuals show drinking, throwing, apparatus operation, leaks, and",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:310,Multiplayer and agents,"Agents can grind, load, heat, sample, decant, drink/apply, and clean through",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:312,Multiplayer and agents,Host moderation/audit attributes harmful dumping to stable player and,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:319,Batch conservation,"Every base recipe balances ordinary material, water/solvent, salt, charge,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:321,Batch conservation,"Grinding, infusing, distilling, filtering, filling, partial use, pouring,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:323,Batch conservation,Fixed-point fill and proportional solute/dross remainders survive repeated,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:325,Batch conservation,A batch cannot fill more doses than its exact volume.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:329,Effects,Healing pays hunger/nutrients as health is restored.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:330,Effects,Root wash supplies but does not conjure growth inputs.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:331,Effects,Ashlace wash transfers rather than deletes dross.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:332,Effects,Preservation never reverses age.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:333,Effects,Vision effects reveal only allowed state.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:334,Effects,"stacking, recovery intervals, logout, death, and save/load are deterministic.",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:338,Process and failure,Valid heat/time/order/charge produces the declared batch.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:339,Process and failure,Each invalid band produces its named balanced failure output.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:340,Process and failure,Apparatus leaks/failure/dismantling balance and remain legible.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:341,Process and failure,Ordinary automation controls the same process without special yield.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:345,"Authority, mods, and budgets",Concurrent host/guest actions commit each transfer once.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:346,"Authority, mods, and budgets","Hostile clients cannot forge batch ids, volume, effect, charge, or time.",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:347,"Authority, mods, and budgets",Valid fixture preparations use approved handlers.,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:348,"Authority, mods, and budgets","Free-volume, free-healing, hidden-state, unbalanced, and raw-mutation",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:350,"Authority, mods, and budgets","Large active laboratories/status populations remain within measured server,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:357,Completion criteria,"physical apparatus supports extraction, infusion, distillation, and",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:359,Completion criteria,"the initial preparation roster is useful without bypassing food, health,",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:361,Completion criteria,"every batch, dose, effect, vessel, residue, failure, and disposal path",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:363,Completion criteria,"spoilage, storage, automation, multiplayer, agents, mods, UI, audio, and",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:365,Completion criteria,"conservation, process, effect, abuse, performance, and repository gates",7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-1,named catalog,apparatus: mortar,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-2,named catalog,apparatus: infusion basin,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-3,named catalog,apparatus: alembic,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-4,named catalog,apparatus: filter stand,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-5,named catalog,preparation: Clear-eye Tincture,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-6,named catalog,preparation: Hearth Tonic,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-7,named catalog,preparation: Root Wash,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-8,named catalog,preparation: Settling Draught,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-9,named catalog,preparation: Ashlace Wash,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-10,named catalog,preparation: Frostlace Suspension,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-11,named catalog,preparation: Storm Cordial,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-12,named catalog,preparation: Scouring Antidote,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-alchemy-plan.md:catalog-13,named catalog,command: --alchemy-audit,7,src/alchemy.rs; src/world/alchemy.rs; base/preparations.toml; src/tests/alchemy.rs,every_base_preparation_completes_through_its_real_apparatus_sequence; embodied_hearth_batch_is_exact_transactional_and_cannot_overfill; ordinary_automation_uses_the_same_timing_inputs_and_yield_as_manual_control; closed_world_alchemy_audit_reconciles_all_parent_ledgers,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
docs/magic-dross-plan.md:15,Implementation record — 2026-08-04,"seven explicit carriers—air, water, soil/sediment, organisms, containers,",8,src/dross.rs; src/world/dross.rs; src/tests/dross.rs,air_and_water_cross_every_directed_cube_seam_without_privilege_or_loss; scenario_careless_laboratory_warns_through_every_band_before_breach; scenario_dead_heart_recovery_remains_possible_and_reawakening_accelerates_it; scenario_planetary_abuse_is_regional_not_self_replicating_and_recovers_when_stopped; century_equivalent_magic_use_and_stopped_abuse_are_exact_and_bounded,proven,goals 1-8 implementation plus Goal 9 integrated audit,docs/magic-qualification-implementation.md
